Date,Open,High,Low,Close,Adj Close,Volume
2010-07-15,109.610001,110.059998,108.169998,95.017952,109.680000,232337900
2010-07-16,109.089996,109.209999,106.449997,92.401672,106.660004,282693400
2010-07-19,107.050003,107.629997,106.220001,92.947449,107.290001,186709000
2010-07-20,105.870003,108.559998,105.820000,93.978371,108.480003,258162400
2010-07-21,109.040001,109.070000,106.629997,92.756844,107.070000,264527000
2010-07-22,108.339996,109.940002,108.330002,94.827332,109.459999,274781300
2010-07-23,109.239998,110.570000,108.930000,95.650352,110.410004,222020800
2010-07-26,110.599998,111.669998,110.290001,96.646606,111.559998,184445700
2010-07-27,112.169998,112.290001,111.110001,96.637970,111.550003,204855600
2010-07-28,111.320000,111.660004,110.459999,96.014206,110.830002,163056200
2010-07-29,111.519997,111.820000,109.410004,95.546425,110.290001,220149100
2010-07-30,109.169998,110.860001,108.980003,95.529076,110.269997,220070600
2010-08-02,111.989998,112.940002,111.540001,97.686226,112.760002,188263200
2010-08-03,112.480003,112.769997,111.849998,97.218399,112.220001,146657300
2010-08-04,112.529999,113.110001,112.160004,97.868126,112.970001,158171700
2010-08-05,112.250000,112.910004,112.080002,97.764183,112.849998,140473800
2010-08-06,111.739998,112.570000,110.919998,97.365662,112.389999,239728300
2010-08-09,112.919998,113.180000,112.320000,97.885475,112.989998,120800400
2010-08-10,112.029999,112.980003,111.370003,97.356995,112.379997,242916300
2010-08-11,110.650002,110.690002,109.120003,94.688744,109.300003,273406900
2010-08-12,107.650002,109.019997,107.599998,94.108299,108.629997,239542600
2010-08-13,108.290001,108.959999,108.180000,93.831078,108.309998,158698500
2010-08-16,107.570000,108.610001,107.180000,93.787773,108.260002,147895300
2010-08-17,109.190002,110.389999,108.879997,94.939964,109.589996,172270300
2010-08-18,109.540001,110.379997,108.910004,95.113228,109.790001,182922100
2010-08-19,109.220001,109.489998,107.430000,93.458565,107.879997,265847600
2010-08-20,107.559998,107.940002,106.750000,93.155373,107.529999,209714200
2010-08-23,108.040001,108.570000,107.070000,92.800194,107.120003,163490300
2010-08-24,105.949997,106.389999,104.970001,91.422722,105.529999,280677800
2010-08-25,104.949997,106.339996,104.290001,91.777901,105.940002,272234800
2010-08-26,106.440002,106.580002,104.879997,91.162842,105.230003,224439500
2010-08-27,105.889999,106.970001,104.309998,92.574921,106.860001,272649000
2010-08-30,106.580002,106.910004,105.300003,91.232124,105.309998,167238600
2010-08-31,104.919998,105.980003,104.489998,91.232124,105.309998,273933100
2010-09-01,106.730003,108.610001,106.660004,93.961014,108.459999,256828100
2010-09-02,108.720001,109.489998,108.489998,94.836014,109.470001,156112200
2010-09-03,110.540001,110.989998,109.949997,96.066200,110.889999,212197300
2010-09-07,110.370003,110.510002,109.550003,94.983299,109.639999,141973700
2010-09-08,109.860001,110.849998,109.809998,95.650352,110.410004,149924400
2010-09-09,111.650002,111.680000,110.620003,96.092178,110.919998,147017900
2010-09-10,111.120003,111.610001,110.870003,96.577309,111.480003,127819000
2010-09-13,112.580002,112.949997,112.129997,97.651550,112.720001,178503500
2010-09-14,112.500000,113.290001,112.080002,97.590912,112.650002,209823600
2010-09-15,112.320000,113.209999,111.980003,97.963440,113.080002,168608400
2010-09-16,112.730003,113.120003,112.349998,97.937462,113.050003,199962900
2010-09-17,113.040001,113.150002,112.180000,97.974014,112.489998,195836900
2010-09-20,112.879997,114.459999,112.519997,99.472061,114.209999,214555200
2010-09-21,114.300003,114.839996,113.510002,99.271751,113.980003,268389100
2010-09-22,113.800003,114.440002,113.099998,98.784012,113.419998,191322400
2010-09-23,112.489998,113.669998,112.180000,97.982727,112.500000,202354300
2010-09-24,113.750000,114.900002,113.650002,100.003357,114.820000,209671800
2010-09-27,114.860001,114.989998,114.160004,99.524338,114.269997,128761800
2010-09-28,114.419998,115.040001,113.180000,99.872711,114.669998,209207500
2010-09-29,114.379997,114.910004,114.019997,99.698532,114.470001,179665800
2010-09-30,115.050003,115.790001,113.589996,99.402382,114.129997,287106700
2010-10-01,114.989998,115.120003,113.930000,99.820465,114.610001,174638700
2010-10-04,114.370003,114.849998,113.180000,99.071449,113.750000,166153200
2010-10-05,114.800003,116.320000,114.669998,101.065918,116.040001,229634100
2010-10-06,116.019997,116.330002,115.559998,101.057205,116.029999,148626600
2010-10-07,116.500000,116.529999,115.190002,100.935272,115.889999,164860000
2010-10-08,116.050003,116.860001,115.610001,101.501427,116.540001,177760100
2010-10-11,116.720001,116.970001,116.250000,101.597214,116.650002,103098300
2010-10-12,116.269997,117.349998,115.650002,101.910744,117.010002,182210000
2010-10-13,117.660004,118.550003,117.379997,102.703323,117.919998,194347200
2010-10-14,117.809998,118.010002,116.720001,102.302666,117.459999,217764300
2010-10-15,118.279999,118.349998,116.760002,102.511719,117.699997,243705000
2010-10-18,117.739998,118.669998,117.309998,103.016876,118.279999,141204800
2010-10-19,117.190002,117.849998,116.019997,101.666901,116.730003,280604700
2010-10-20,116.940002,118.440002,116.870003,102.659782,117.870003,200051800
2010-10-21,118.400002,119.089996,117.209999,102.886223,118.129997,221585500
2010-10-22,118.309998,118.529999,118.000000,103.077850,118.349998,108212400
2010-10-25,119.139999,119.760002,118.610001,103.382683,118.699997,151145700
2010-10-26,118.099998,118.839996,117.870003,103.400070,118.720001,158982900
2010-10-27,117.889999,118.510002,117.260002,103.103958,118.379997,190024000
2010-10-28,119.059998,119.110001,117.830002,103.121376,118.400002,168576000
2010-10-29,118.279999,118.720001,118.070000,103.199760,118.489998,144305500
2010-11-01,119.070000,119.750000,117.849998,103.234604,118.529999,174074800
2010-11-02,119.419998,119.750000,119.099998,104.053299,119.470001,158345900
2010-11-03,119.680000,120.019997,118.449997,104.471382,119.949997,226702800
2010-11-04,121.279999,122.320000,119.970001,106.483299,122.260002,215039400
2010-11-05,122.339996,122.919998,122.180000,106.883911,122.720001,180654100
2010-11-08,122.339996,122.690002,121.940002,106.683586,122.489998,156107100
2010-11-09,122.820000,122.949997,121.120003,105.917168,121.610001,186621600
2010-11-10,121.580002,122.160004,120.660004,106.343925,122.099998,221387400
2010-11-11,121.050003,121.820000,120.680000,105.943275,121.639999,158017600
2010-11-12,120.820000,121.349998,119.650002,104.689102,120.199997,239068800
2010-11-15,120.580002,121.050003,119.980003,104.541031,120.029999,163940800
2010-11-16,119.290001,119.489998,117.589996,102.912361,118.160004,299566200
2010-11-17,118.209999,118.709999,117.860001,102.964615,118.220001,172308900
2010-11-18,119.360001,120.389999,119.349998,104.480064,119.959999,197723700
2010-11-19,119.900002,120.339996,119.250000,104.767509,120.290001,156852900
2010-11-22,119.690002,120.239998,118.769997,104.680405,120.190002,181361000
2010-11-23,118.769997,119.019997,117.989998,103.164940,118.449997,222309000
2010-11-24,119.199997,120.230003,119.180000,104.689102,120.199997,140046100
2010-11-26,119.160004,119.809998,118.800003,103.469765,118.800003,76007800
2010-11-29,118.500000,119.480003,117.739998,103.783340,119.160004,223642300
2010-11-30,117.980003,119.169998,117.809998,103.199760,118.489998,233930700
2010-12-01,120.199997,121.239998,120.190002,105.394592,121.010002,221037200
2010-12-02,121.199997,122.650002,121.129997,106.744560,122.559998,191213600
2010-12-03,122.139999,123.029999,122.110001,107.031982,122.889999,151288900
2010-12-06,122.629997,123.040001,122.500000,106.918747,122.760002,103050500
2010-12-07,123.940002,124.010002,122.760002,106.979721,122.830002,206581000
2010-12-08,122.980003,123.379997,122.410004,107.371651,123.279999,138019200
2010-12-09,123.970001,124.019997,123.150002,107.789711,123.760002,123705100
2010-12-10,124.139999,124.599998,123.730003,108.416817,124.480003,117571700
2010-12-13,125.050003,125.199997,124.519997,108.486473,124.559998,133812700
